MonthlySpend,PurchaseFrequency
448.92947573037594,2
257.23975250086824,9
178.78575343650772,1
294.9851804001352,6
120.25292927798456,4
321.6067249977799,8
353.6631980770062,1
374.5628275504299,4
245.28577297067733,9
329.9562227006189,5
276.29455935539903,7
452.33875460732304,9
445.88559085733203,6
205.3565240549721,2
82.11115807487337,4
173.62074429639875,5
374.0880516044253,1
487.84359145799425,9
427.1096940572638,2
330.95572196053206,10
172.2131070006216,6
380.44179720799747,10
325.50169452017997,10
491.96926720598213,10
127.37345471449035,8
246.3015208251268,9
266.3400098996936,1
371.04696876073007,4
264.5857358141874,3
58.73474641491159,7
147.95718226797578,2
86.89787464094888,9
258.5141232083487,1
360.14200884129843,4
236.4155110717381,5
157.913431291147,9
257.79953439620374,1
54.02747409249811,9
373.0689067419818,3
340.1643016001949,3
484.1618295604737,3
419.23422597103615,10
56.99671282243525,8
75.89514018825419,1
142.06254423799302,2
101.93106667504756,9
165.25508952947143,9
472.3534845896274,8
308.5215464457808,9
458.91509140108604,8
405.74310823684783,1
258.1722142892694,8
367.1738484786038,8
356.2610779891656,9
230.16495998734464,2
174.9559977699367,10
241.07869428878047,9
281.4911739299592,7
351.9516596568424,6
498.43450019643683,2
478.06946299037253,10
162.33695270067733,9
144.21680615706222,8
420.8676441302885,3
172.1241340481858,3
265.47279241555157,2
150.07721977211096,8
181.81870056351445,7
109.89448891447525,3
122.57142658447191,1
441.55549360337045,5
83.94843245197346,4
215.73608285882358,10
240.62163111814553,3
121.95979141359985,6
57.14815000626213,2
210.30208806326704,7
349.8761544400786,2
494.19661036466186,2
233.63857960823208,9
249.0211310138091,10
201.87857527729767,7
494.3153312346927,3
450.5687882867881,8
98.0768028943179,2
353.4174242671353,4
465.18371580202563,9
163.05796298165518,1
283.7760944456627,6
308.9771926199306,9
365.446102581805,4
484.5976094340764,9
80.94306814787598,9
199.3289995504127,4
475.40394198582885,4
244.8282105974663,1
277.8091858949024,1
479.4157533006642,10
310.5619525941101,10
438.4329612533867,5
368.4454058888357,8
129.7782276990625,5
136.29385797628026,7
332.11983379169527,3
416.4198691956123,9
99.06022985839988,7
72.65532215559953,6
286.4806798910106,3
351.4121073351335,2
242.24427498767608,10
432.74611993931626,3
163.23060244916053,2
238.14506151466628,4
180.2772817523661,6
226.29562724764355,1
193.13133352340498,5
388.8854457298711,1
413.31432557909375,9
209.2076267307833,7
193.56702852566346,1
158.96738736169326,3
143.21086328435644,1
78.35209801660108,7
479.36074928515893,8
195.39067677750532,4
303.8985711144569,2
119.48019998997327,8
249.10787905755947,2
127.15741797170263,6
294.76620094652276,5
323.779745955736,3
311.48091516576307,8
481.0909146354652,3
70.33471627954374,6
181.40442948467683,4
393.2603054962564,9
420.2253462766398,2
389.53616059529094,9
355.19752664784596,1
407.2263926691086,2
353.88877802606476,3
187.06381948386627,1
210.4424268942309,9
449.669158394663,9
212.0942862913989,2
107.92678184604995,6
234.15850872735192,8
200.69071832379728,2
195.3092787254334,8
422.2076195976644,10
461.45045194737685,3
167.57563528088343,6
404.52252174544606,7
166.53109107505813,3
477.2194744068621,7
212.02820372906226,5
312.0216774788054,8
332.77267874337866,7
333.6554867157942,9
53.060372378014286,6
343.3639354606125,3
282.0903620919238,2
409.0236003806435,3
93.07604000973336,4
325.9316057993964,10
364.92539289131145,6
186.12252529433312,6
498.1594713126124,10
410.6840025811137,4
164.3800036197636,10
339.2398514521657,4
273.23952072380564,1
52.816983645785136,7
375.4896247468114,4
291.4395215527599,8
342.96873758013214,1
384.3208077065349,9
445.97159683959234,8
99.92248961965063,9
385.521652307817,6
284.8130712759661,6
382.8414872386219,10
488.4966017295608,3
132.6772261559242,8
372.24617756545246,2
94.21779519645165,7
124.95067275209014,8
105.54721431009517,9
430.99174146492174,5
134.35070918513992,7
245.31939738534342,2
105.14716170098762,4
271.6716702631844,10
248.52237706828564,8
375.476459679666,8
338.5984860310651,5
255.0838346837707,4
295.6440633513358,2
447.5711708189585,1
160.93859681161678,7
391.22399657499454,2
340.8620783936752,6
419.43529492936716,7
415.45319841551844,4
370.51240193566724,5
283.2804311864809,1
207.12674697282827,6
341.49862331259413,6
277.42399176562253,9
421.78451365956556,3
476.6494955190591,10
440.635592026526,10
141.44065134414456,4
491.61355066435095,5
413.57384250866176,1
229.23291623837434,9
449.13153533414857,3
110.75173804224123,3
317.6510991456277,3
431.4411009811189,9
289.9949601013253,4
468.15867391847,10
67.45442876240591,1
374.6052438175552,4
220.82891685593614,4
191.4350057143634,3
154.60680812325762,7
464.0699417142027,10
190.35085662946182,7
122.0545776001207,9
251.95664261434484,2
222.7420610164015,8
306.79586127384835,1
276.06631917034747,1
60.26479071150372,7
397.5826894710263,6
210.83617487865226,5
337.1970268146395,7
302.80460448220924,6
387.1285607714299,8
144.68530770441026,2
142.51945954185817,3
235.19579595332522,7
254.7976313124811,6
227.65805931779923,6
89.62778477312715,4
170.5059808347519,7
436.66349148194564,1
215.1228462973444,2
489.86139477856653,8
354.348153398632,2
399.80084375204785,10
114.79251129031844,4
159.22004498795016,7
414.0966476558891,6
320.1682835043481,9
135.27971429878335,6
213.02894579227484,4
164.2624379185256,5
214.85770672018958,7
454.0059531909496,4
250.56252530644073,1
116.24035180824339,8
337.4144482933218,5
153.72742591676467,6
206.8150442512531,9
228.00803505047418,6
108.19943636339144,2
51.63485124276894,7
331.04747333083947,7
459.8163027039294,4
447.3369955218548,1
459.0489631483467,3
62.03675751547936,9
263.5696032970829,9
84.89902727088986,8
178.58720250139217,10
216.19026387746155,9
248.94186694257752,6
423.3707633028013,8
187.85948208888098,7
289.31485664795053,1
368.3956977412535,3
288.17922344383703,8
401.7731111275431,2
454.3419616109207,7
59.58434757401466,4
215.39985248786783,8
165.09293069538444,3
463.4453648174027,1
288.03709330909726,9
462.5507483559351,2
195.7362407089191,4
220.3661096610321,2
393.0901227508327,9
117.82742987588664,4
214.230738742917,1
110.26225934488562,6
431.95719072912294,2
367.2779789202589,6
362.82183903782686,3
400.5351003152881,8
335.5294987870313,3
335.9899540235668,5
483.29905423206986,4
153.87842153156566,10
300.1724271769137,5
256.1207732534582,6
483.35417863099656,7
370.59652312830394,5
333.0773049107397,10
442.8264264214115,5
139.39342232840767,1
316.8852484144282,2
320.21795330229776,7
393.3358866547503,4
171.372427440272,9
164.76611372753206,5
326.6518616293036,3
219.50501535180837,4
425.42032085404156,5
387.3493529275749,3
157.52140232556536,9
454.94849611706957,10
321.564194763203,5
241.9468522718763,7
323.44572149128953,5
194.14358113721406,2
74.02936584250239,6
70.31882580303483,4
119.53283210502872,7
404.56730606517993,6
81.82383539467429,6
229.59536904904573,9
230.9263728714017,5
306.0413872532967,6
184.72118279274937,1
199.00412968599707,4
232.3327044795583,3
283.97203481890193,1
482.41467930022463,10
409.5144369679317,5
63.17451456673474,8
186.0173186086054,8
155.44121182369474,2
360.63163153037794,6
80.5381280457251,3
339.83487196251355,6
303.36104622745927,8
126.6537374647348,1
116.47515036187939,10
123.5363964476369,8
254.07841052785608,4
252.1628281951161,2
316.47337138873417,7
265.73404044472755,8
298.7829279172247,9
401.9155735617535,7
481.7082681823264,3
378.7096961771164,9
75.21559600441844,3
321.33774681323166,6
375.6581244585333,1
192.79944061638227,5
402.5191995198073,3
226.88075686179783,2
185.28241074894828,2
319.1991916311958,1
175.78853263657203,7
205.4754502697493,10
340.7705518570548,4
149.14038050120251,4
489.13422207967324,5
127.74814078805797,1
331.27447147213866,1
262.5110297601623,9
372.2264608514763,6
272.6609339902219,8
441.37786558710525,10
202.96537749143008,7
116.67187354493322,4
275.16068228206814,5
132.68190282745383,5
365.3745485289615,1
346.5167449028205,7
444.2486752442564,10
483.32588631022224,2
288.5195842229964,9
81.86152148937937,3
327.9290269730306,9
120.49048687302856,3
291.94304445872973,4
284.68546491812117,6
478.3939066451405,7
442.1913920981177,4
110.99128189288322,7
253.76933729824285,7
65.27770087714798,1
240.54082839909248,6
164.55730205876284,5
443.01654775986987,7
402.3032577542138,10
261.9155698960209,3
383.9539786461911,3
229.01411474959758,6
180.20871472726787,10
491.14508040908805,2
388.3400819034085,2
472.5290825529234,8
360.7836593023899,5
400.21258868070436,8
212.82260603662925,4
282.8173063062187,8
338.1411677023485,2
266.1220805211507,4
209.5803653960019,3
179.37959417571824,9
498.98501087232825,5
130.54977312862377,8
159.76125470714817,5
61.51635741286711,3
350.05158707807044,8
229.4883405072864,9
472.00981801089506,5
427.5541289647178,1
124.24727603665468,1
224.49548820573006,1
389.83916322655875,10
99.41855414814424,8
347.67425008365495,8
281.1081128452919,4
466.64987118758603,7
368.01371799958264,4
135.9281401172278,8
472.6351026507855,1
183.14254390170717,4
343.4014257670867,9
435.91153067792385,8
406.1526139201727,4
158.38178113476556,1
376.8319527716442,7
211.13780879380147,6
235.6443548078727,6
497.641600596984,7
97.07777425242213,3
431.8150875710045,5
175.71534825447745,1
136.5703323927234,9
263.1016324209766,1
233.27473963799372,4
495.54480785248046,4
413.11391909841365,3
262.9765454824962,4
315.88036308301264,3
371.4027922614134,8
232.22704871370343,7
119.53485110024822,9
466.0699607607986,9
269.72301232452946,7
290.37629134787943,10
455.7041248003831,5
81.52150452564024,7
231.70961639392257,3
186.8835761237927,4
80.80771938169954,4
293.18266415933863,9
126.14757459849284,3
472.48257656202185,5
240.31809055499147,10
59.84544709948923,4
113.87020577447493,8
59.18974527847828,9
327.3275577182521,5
341.8654821452672,3
444.4255474440278,9
284.69336626622123,9
100.42671168001529,7
471.04573049518666,6
415.51113838434384,10
408.09504219027053,9
120.74162629730178,1
260.7022718539866,9
327.02388106739386,8
422.80944012737075,9
396.54935469080175,9
129.32004080023444,1
71.20210037004114,9
91.27525214311255,6
422.3656260764753,4
482.2313608045917,5
95.23799777321554,6
491.12008774968405,9
146.8657586565641,8
183.08517172722156,9
90.69705468780876,8
307.3249728801721,1
243.5543774309469,5
382.5880509544151,1
130.43533375810273,6
270.67879867497595,8
62.367016119895155,8
436.55356208677944,6
177.65631816292733,1
354.6792633451446,4
453.80765166765775,6
51.33956248170914,6
216.2306083988104,10
258.2526487586645,10
162.93396622347763,4
146.8879853727816,3
455.6290982903948,5
241.46585047790498,1
181.73341313259414,7
93.25637003580914,1
368.67682934479797,2
184.00587017934973,1
276.83334359172807,6
478.16151703659057,2
243.4653546214612,10
222.48748511782287,3
453.64386642009976,3
109.05441724966266,2
487.3709599719576,8
164.28537509299022,9
329.2163173173218,4
122.5530209010829,8
276.3798119357343,2
377.0228144087287,4
121.57053895275187,9
491.940026317501,10
414.79591065417065,10
292.2925278406004,10
139.8297325200204,9
366.88355565188436,7
79.00658244774081,3
365.52754556038514,5
194.81832295933478,10
153.55911775815144,4
496.5230680534999,10
394.248476051469,6
452.1033643396981,10
143.42702778752772,1
110.39914876318528,6
375.98465166796626,1
229.72200957048503,6
142.05963011420772,5
426.716031141917,2
318.98384842871906,5
121.91119777166972,7
449.06917364040635,1
243.6740603120315,4
183.5745925244344,6
325.22482981149824,3
123.70854548704754,5
167.48407324767655,6
97.01895760591694,5
157.67438992220826,6
179.8047854756209,10
356.6700840929507,1
400.0193239994788,1
367.0820021167353,4
348.55289979639775,6
498.64702940125795,3
280.50221308614005,2
383.05465211590337,5
274.14374700348554,1
490.10611056446123,7
399.89002602451296,10
323.6452862886565,3
246.9249622885543,6
350.2122272748871,6
145.5093134127115,3
342.90997700414374,6
319.5115107477107,9
65.66200127990632,7
210.3327705705917,6
152.3392344963083,7
426.8248652139069,10
290.79898930697175,1
411.374145477073,1
62.861876443267484,4
202.45293412062495,2
476.3590985278903,9
339.8776576262721,9
140.78687485033868,4
100.56364897899991,8
454.4519491508428,3
287.71337944885715,2
383.58909448216417,4
221.28276624051054,6
357.32029567570925,1
110.84348071035637,2
333.50415308584934,7
372.4246528697132,8
299.4038530179166,6
422.3752196804636,9
190.24668549211555,1
336.41981114233033,7
100.67019709640691,5
346.64527855427696,9
245.2414424098155,8
148.09811741889024,5
193.28841569695416,10
277.29731070213757,8
438.5707975439719,1
201.7681396731551,3
415.6292482175039,5
387.71479908523594,2
126.45076263309666,7
472.25400570637544,10
229.87218324233663,8
399.42739859692904,10
461.0439702619322,2
475.7620372386847,3
387.47910992211547,4
264.2857657288727,6
388.2973439988351,5
157.0678449002122,7
353.7623907596656,3
80.85978863363857,4
148.9128903828785,3
471.5204361575802,10
483.2698196822897,3
461.6785176885915,9
300.9957894004501,1
125.17574195055222,7
388.2949407783814,10
257.2597036717747,4
156.62515055939048,4
424.93984551637857,3
183.79804010248913,1
269.4159876695043,3
189.70673174742754,9
277.3960461053588,3
369.7630387582354,5
74.15490027761348,1
495.8133535112923,9
74.21477313574633,7
484.56722059920014,8
446.33071533860385,4
392.88445468435924,3
85.87182490032488,6
376.76680953393344,6
140.86944318430358,5
453.8636600397121,7
132.5624293718272,10
405.92534947759043,2
71.73562339333176,4
108.3219266820359,7
53.55586433476532,5
284.0921762462194,4
131.1189820377702,7
351.2541532342468,1
477.89702442257664,10
89.87697210439612,9
