MonthlySpend,PurchaseFrequency
415.09965255212256,2
79.49215303818274,9
149.63519092646683,7
465.7593952244113,5
171.82219965776136,5
185.4040890955448,2
455.9178765227316,6
274.353867080437,9
204.56904589117923,9
52.401938801580215,4
255.24708890402962,5
324.33898836848886,9
321.6988964270537,6
249.31421263915362,6
387.3986477909567,1
145.27832793648577,6
95.28071314505573,4
415.1555820947058,5
120.50677632029772,8
95.9635642507196,7
441.0882381856615,4
56.07169538014757,7
221.20953670665548,2
270.9783302763881,9
292.11923153749865,4
437.4895790641034,1
97.96460913011558,9
226.0163202472612,6
356.6622791896174,2
143.17296589127653,9
91.79029456467359,7
420.91463422255373,1
102.081650093684,4
191.40657197358237,7
323.6683990398363,4
354.99356262477295,7
113.94597235335938,4
105.46993223154234,7
352.32838637275484,6
261.2754447856006,9
206.57935301850057,5
289.50368441499256,8
82.77559032294675,4
179.05046255472922,8
291.1065662576916,5
181.20313521982456,10
364.95602764683923,4
114.13700893285062,8
361.9460385906023,6
308.7419912120203,6
204.10594666622853,5
312.7905124490222,2
357.6093571339235,1
90.5830927593297,5
318.4424798274669,1
187.6157996547063,2
268.15571079780716,8
180.94967445037395,9
78.98849309441096,3
128.6072184328052,10
195.81641299196028,8
319.22957648227987,4
442.6966129047712,7
219.7528154734197,8
349.17862349558567,9
116.27939203983335,3
348.5061494718696,5
73.64179073910465,4
178.02461355868638,10
174.11129374219914,2
434.53721128892187,6
63.67685502243507,1
69.51594021060357,10
420.9056033193288,5
78.11194905278522,8
285.2927641492492,6
56.420395398169696,2
267.7957784222505,8
395.6291121731999,7
459.4511591468252,2
238.8278375529563,4
100.91361311170132,6
397.678307386431,6
420.0196064292163,8
95.93739273577309,7
275.60753623941616,1
216.75125080209747,10
193.2588645644923,10
236.39890345613367,7
321.34720202173054,1
454.97392262586135,7
393.82976200538826,3
83.69005523982695,2
164.48280936535275,5
71.22553409809836,5
449.9082281695976,5
432.8490401487531,2
492.2317998699755,4
398.4063139157761,1
152.95259293045297,4
314.95185423871055,6
357.7209410036986,3
275.08146564050355,6
411.48523693156125,5
188.3179229618715,2
65.17825014536828,8
467.26496855900876,7
488.4236255778455,3
259.6587604178309,3
439.950791296729,9
77.5961484721566,8
100.70574654775925,1
56.17901019811167,2
428.4288310981199,10
96.705677996247,1
271.1153597647402,9
65.78407770117953,4
452.8949385881204,5
497.4756789954081,3
273.09099527975957,4
181.52882346390567,7
303.2066023571394,3
266.49330301841337,7
209.02693924528734,4
362.3052717094741,8
159.12132310825024,3
228.07462014747026,1
186.1469072455071,6
137.46573455293978,3
134.10343671149303,5
133.98747684550506,3
366.7715032580107,4
377.7511822623908,10
252.61302839257735,10
266.95504132656447,8
91.66507117587652,10
85.76987971361642,10
207.4300277208452,7
208.14468198540067,3
57.25074258225677,9
290.00515863944617,9
130.2723767476191,7
489.8939453248685,8
155.4277061423054,6
455.9118488214036,2
385.1186876441652,6
354.49597720741536,6
296.18158786804554,2
455.94924269091774,5
479.80180034835206,5
439.5715731012815,3
168.65395195711267,2
227.11600811660853,9
348.37065996069805,4
245.58571525965056,6
72.02230070129056,1
215.95542440704583,8
312.88999853968267,3
271.25391861402625,10
444.1861540986295,4
180.46038509809117,5
243.03160776140226,3
201.41209462850875,2
284.3584335562632,2
243.94766391028674,3
70.55508397536309,5
95.4873323095723,5
219.38323904497062,1
351.269052051306,8
220.63405466112243,10
452.2006716901331,10
172.18386188051358,3
100.13854119480709,7
236.00250677882607,2
236.87007815288987,1
159.0917834756308,6
260.56011835078823,2
498.6639946814404,6
430.80803390109116,8
165.70740764108467,7
126.97418639396669,7
153.28654230892272,4
372.4879999167552,8
364.5271634423208,5
120.78878653324685,3
467.7487222552589,7
227.72078941469292,6
151.2223458912597,4
435.1284630563505,6
174.22425431972988,2
197.32328847775025,7
173.13767614931527,5
417.2718418590943,8
391.84622917016037,4
197.2066940473415,3
68.70836954749777,8
487.39127823701676,1
318.356939355983,3
95.14485461898008,5
216.43418522791598,4
250.5891263771833,6
485.6713832299373,5
182.90979458843572,8
215.95833418798225,5
298.38296840224007,2
74.72025081251978,8
140.65185748678232,1
324.77068842695456,2
299.27544131473945,1
432.80145649946326,3
470.0431224430064,1
162.09597784270107,7
181.07248786345065,3
311.92412603174614,10
296.0406228298904,7
390.97359561723135,10
381.36275843855015,4
111.69157073027726,9
73.23292672609223,8
261.9478180951939,3
366.215191361949,10
120.64665657623686,7
477.0685909723419,1
229.9551783907978,5
179.13919097926455,4
172.68460691219732,10
481.7485142008785,3
182.94465532966677,3
458.25858176143754,2
187.59834292318445,3
479.7510840121582,9
57.65638006518297,3
449.3148674827047,2
53.25318349522594,10
107.55630959134322,7
495.58379631123955,2
282.1039730688859,3
88.32028706309549,10
412.8049095007334,8
108.46299553993424,10
414.3675717150856,4
88.86348489729882,1
352.788319528441,8
379.940719492598,5
376.76824135395236,3
350.57886274330065,10
213.28558626679973,1
403.2892647942753,5
404.6992247091443,5
53.86763501821746,4
266.50447370147435,4
180.76819957183397,8
394.9699373610492,9
345.86318322914445,8
158.06960663306413,7
120.0642396040659,1
331.36783468091744,7
180.33749976605063,8
173.8053359558665,6
425.245497829651,7
126.25875172623209,7
389.78459308678583,9
273.2044583886013,8
458.6810557317221,9
405.35576786420654,4
393.91006141160085,9
186.22922010689453,3
273.6332235030768,10
185.19062862641653,1
90.59492024146189,4
426.5689376118687,5
83.10599692992066,5
386.85032053135114,7
260.5793088646782,1
190.39393053681982,6
334.28989572127415,6
444.59065175966725,3
238.40789773933355,1
80.58177374710135,6
60.00300035784409,5
104.96058762523516,4
481.67723399157995,10
122.4376775944802,7
348.447076071915,2
53.27051221046688,2
349.5601873058576,9
333.8347544105837,10
326.2719831090076,3
448.64636488090576,8
172.66523825334372,5
249.64308878788688,7
157.53046375660972,5
216.25987974047388,4
468.2011941049827,10
479.84212407466856,5
58.641994457053656,2
360.64845225641386,5
263.77638929664795,6
436.1205192461021,5
159.12225534801178,9
53.42818554040766,3
112.63097062441483,5
212.7526826325786,6
194.4204407707711,9
312.99299240802344,3
97.11678596575828,6
172.01578146580965,8
407.16481514759823,6
295.4921495216013,9
251.21740236504675,6
233.8270230173073,6
497.21737836164306,7
394.20116559799794,3
227.73897651482292,7
137.89063832264316,6
491.04268432693175,10
305.22094983891566,9
64.44153283465339,1
239.71465043255262,6
418.4111553184675,9
466.99590826717275,2
357.221059011985,2
99.09865618331939,5
237.0836650868377,1
197.79522327816997,10
341.74190292016584,10
335.67270352539066,3
478.0513552644004,3
271.15731877207145,7
207.4760281088155,7
193.32497835813066,8
466.9581580132446,1
335.4206972646136,8
106.69724010961141,2
409.6404543705885,2
285.45673856794303,9
83.56276961954478,4
82.78451599411582,9
267.75754658603967,3
76.82537574469549,7
95.19439946313268,9
343.77980045537265,6
160.84668834370416,5
116.482637468896,4
457.73749646370624,9
451.6394304998994,10
113.26619029398148,6
494.5799165221821,8
103.81597867394308,1
201.31076397118272,7
133.4116131505466,9
450.0495968337918,9
118.76057287203548,3
307.6046063546648,6
443.9502252243792,8
294.7859555467491,2
241.90457309666255,5
442.78988716921185,2
422.53856367545364,6
373.57840097655554,5
418.12295167363436,6
143.88940347958146,9
340.4526045455939,2
220.24232403542328,6
370.7257165657854,7
310.22808335768457,7
223.93621944879635,10
218.2415798810069,4
168.98595877734883,8
462.37185256818213,1
235.1712825856444,5
94.15413684836253,3
261.49286190138366,7
230.98151834968428,6
365.3519624310178,8
96.06641712054727,5
470.3891944238997,4
109.48903830393027,9
368.4672294023635,8
259.04045277882517,4
156.3760099797896,3
132.6745269154739,2
482.2793585702516,1
65.5235565050124,1
119.64516784327246,3
356.47362785330944,5
355.3923521190424,1
343.6116429438618,6
226.21392409298707,9
75.6772538363922,2
222.33125433304505,3
152.3092383088092,4
414.1001991605476,10
488.4996320873646,8
244.33272195635948,4
140.99352672029158,9
482.54016655437664,7
416.703332954178,7
54.845318550457925,4
147.02841195519613,1
388.3644361977249,4
403.56296480844105,3
241.31818060975976,7
373.6238800585357,3
156.33146162952096,5
469.31568222356645,2
446.99501171978693,7
269.46654610975577,6
234.30372958475508,8
163.5277129610564,9
434.29699562940687,10
267.9710844978974,4
339.6839701538962,9
280.9794949607508,7
299.9810053326396,4
159.0800544591745,4
240.69740783334254,9
253.94990553642987,1
312.4847277469319,5
231.27668779748186,6
209.5999292243694,8
273.71083300434043,2
343.19001855288525,4
188.8756364998423,5
171.6087928877194,3
229.1543516961298,5
132.3249512539827,5
429.6955087200812,8
488.9635424024795,9
372.2082890561866,10
385.2479181408271,7
480.24901020655784,10
211.4863405198982,1
316.0704244314778,9
108.61735937985509,5
144.28092568874814,4
476.2135970993137,2
467.99434616693367,3
309.1866580769125,8
60.99440901322292,1
91.16375205295974,8
153.61488999042416,1
76.7080670942687,7
142.3448556489339,2
319.4133007846502,1
401.1927769688611,2
139.2443977582201,1
465.23873165250745,5
322.03455367012896,5
213.03955214224044,7
453.42226169562736,3
184.3653694140729,6
204.27115067577182,9
166.31418985864477,3
252.1944953634997,5
214.1941075631757,8
272.42426741029107,10
455.63030335944126,10
223.84313063828523,3
52.61962649515268,2
434.73782740036967,5
289.44414296153,5
225.50003571414214,4
298.55419726560194,2
64.11585378779641,9
184.12346755681278,6
423.39986040605334,2
220.2487427503309,5
349.44635508460806,3
189.25681377148052,7
320.76774260865005,2
257.8047912428132,7
350.6318393056613,10
345.93097581965276,2
99.48860000935277,9
370.59028267071176,8
81.60103598493546,3
258.35775959733576,2
134.66383271650568,1
387.6614753530951,5
265.1342923859236,9
295.0484933888713,10
231.64132586774952,7
304.92212472678983,8
249.1678969399931,6
477.352281368319,10
242.82993497941635,6
175.18475861879634,1
66.46656883728049,1
132.74551949356362,8
167.18004018059798,10
257.938897504097,7
147.88337102358315,7
491.98357731639226,6
297.2197743412912,2
465.16780416558834,9
478.4749294713817,10
395.0984266540674,2
309.0055790709224,2
233.94803923796061,7
243.2680115018822,3
203.6380087850324,5
438.99637430889914,3
475.5060218861597,6
355.6792369918128,3
90.98423401281158,7
412.8689505249177,6
309.70450520341944,9
51.1382744403647,3
360.4993171611829,8
113.2963948708093,7
369.7396966070335,5
358.05656591822196,5
92.59568208736322,2
100.25656988053741,6
68.18835748292432,10
474.49856887984856,7
191.00624741366724,9
490.3014614867621,2
180.12221667414912,2
478.45715592683354,9
287.0338509436243,6
289.79886702085184,9
227.7229468072352,7
93.1715365466469,8
463.6276709953063,2
423.85350046575854,5
236.1325716098085,10
141.96332565586437,8
340.1236302959829,4
275.5047267888173,4
220.49126136496943,2
356.2042757093107,2
66.29840939970744,10
166.09566636969726,3
447.0493908313976,3
464.20060827533155,1
396.0603316230503,8
277.5651635902294,9
127.23234962235549,5
313.96037075139503,6
423.19312677886245,2
145.2178280049464,5
460.34396719950394,1
432.3993972714177,9
283.21244627599975,4
297.0592103041947,8
121.94798048542012,2
204.7707890504299,1
356.22490709439506,5
305.11462003954966,6
426.1004430277644,7
219.8488992180183,5
85.40329702549631,7
351.113811875289,3
143.90251638457715,6
214.6629380582797,1
132.80246108398092,2
368.42411290788743,1
198.07113120650718,5
495.97449143070367,10
481.4918489736822,3
333.2533498739632,3
212.65031704739295,9
459.9710670393638,5
226.26944766205952,7
461.8079438303319,6
102.47022068480089,10
243.57256199089002,4
216.02914992935368,1
141.57111664705315,1
450.91530461900635,4
189.12380816021056,7
186.30998798009213,5
240.65371055116995,7
139.35435860400236,2
188.89027256197213,1
76.27571019678155,4
380.4721828566513,3
387.7266950092318,6
213.71093204466965,3
347.5417766551714,4
66.7065810000403,1
60.66706843761037,6
111.69397723411632,9
390.9278042706443,6
326.52854342688715,3
65.54073481508742,4
218.15088115507328,2
185.14392987010882,3
385.2462900230541,4
320.6249976754227,3
303.5754645435494,9
446.17613379029035,7
240.30391936501348,5
67.36545928360499,7
459.2696338224217,7
325.22431884431313,10
173.50971383995795,7
258.89911681582873,8
144.72391169566336,1
450.67686807737266,5
279.89141037412077,7
76.16413962901224,7
331.70105181717884,10
426.1501751106683,1
495.5149205939814,4
398.01443319270993,8
490.67295075026794,2
242.485262025301,2
77.36188791625976,2
90.14444624933904,6
277.1813404368547,7
259.8309420052235,2
477.407689417416,5
88.21197161664341,8
395.97599011425933,1
425.27081691973484,5
393.265421824629,7
367.75932278763884,3
402.4537455261214,4
202.40764475163624,9
79.42185809659303,2
403.8830162792771,7
304.5846604043064,9
448.2512879109559,10
429.225282087192,6
412.8240927747532,3
496.1367708433354,7
52.18823563963765,1
139.57950867216903,9
443.91489905744174,6
410.61296151129784,1
232.54517261549626,7
71.34259142560362,3
332.9681824438743,9
205.16219697639312,6
417.57141736941793,1
359.4222254018937,1
130.17499164947827,4
148.2724390116622,3
165.15140715209276,3
390.151618013044,2
88.1245046698799,6
59.503885472603095,9
251.88315767664392,1
88.84232462044335,10
482.69648147976807,3
472.46025353393367,10
137.9226904820148,9
176.33777082891908,4
491.032598892401,7
284.6531960453573,2
441.5541389125553,6
179.21202947005062,2
400.98615233727924,3
272.7347453040984,5
409.2544878132482,9
105.05736378422077,9
332.05640517600085,10
156.66922225664854,1
472.12587295907724,7
299.9006069174428,1
498.7279531284947,9
172.63716333214288,9
58.97732326223689,8
242.99296199139934,2
78.08218629622506,2
357.5820799008393,7
224.08523968760508,8
456.70788301647826,6
403.72045971129967,4
435.7188784490568,9
151.7278276182035,9
287.66908302705485,3
450.3462207239579,3
353.9067609889206,2
223.31705040117708,6
279.9696074909583,7
479.9705880960051,9
456.7848666415059,5
338.45079457346236,10
99.33033402387164,9
138.338221063621,3
142.4344836549747,3
226.10039099221495,8
406.04276269535535,5
477.7513230263706,7
154.53705566121045,7
217.38099744333076,9
298.07501366371093,10
298.9440170437083,5
132.0325801446201,8
113.12848669446782,2
277.65154064977344,9
339.718207465843,5
476.3307165749068,8
357.79192324378266,3
363.9178926009206,5
253.02192629780507,1
283.17164359636524,5
411.05527258328306,7
112.27578656340496,2
81.7848281252699,4
288.6341215829195,4
72.63051509919977,4
244.3454594310545,10
473.73723384848387,5
269.6699300865173,3
103.03710415134913,10
341.7858616454514,10
75.8522839807666,1
277.0949637252796,7
208.93287035645864,10
452.7476692589773,10
184.7177787449278,9
119.68573181415177,5
80.83451583543248,7
429.41390032268737,3
139.78547882439847,9
373.84599646890905,10
483.13770860286485,8
170.78569776983113,7
331.4576898518191,5
279.46013139956597,5
451.3747439443662,7
190.5785800982957,2
91.82787039882565,5
107.20119031808792,2
415.89675560493407,9
165.44524244016964,3
210.18251949898945,10
328.60185458226215,2
162.6147185712372,3
414.452839237578,3
322.93003828993244,9
387.3922484956722,3
226.5058255353865,6
68.15092800719279,2
285.2035495894444,1
125.22301196708767,7
241.32147022431246,2
387.09654420139344,6
383.02017502213533,7
256.66765155363225,6
375.8015561218564,6
411.20670580268313,2
486.9220564546462,5
301.01413499961035,10
411.3725098992925,3
154.8449072260488,5
458.6692150898111,1
372.4401004771007,5
367.8514836838698,8
196.39644417723633,8
143.34897770702344,8
417.4685717377934,3
375.1426204028064,5
320.6988845174782,7
259.54692560930255,9
159.84748633480075,7
405.33016588919827,4
173.21544944648878,8
99.26917437979978,7
244.98140730308535,8
432.1347158788871,4
359.9105055389661,7
215.6770085836567,6
167.46982108868195,4
262.3358278027172,6
287.62796824331366,1
121.8833356966337,4
258.44933247154654,1
454.37741267381523,3
392.95188273873504,8
175.672921828089,9
415.992720832197,8
488.1806399934746,4
210.2738389091047,3
306.8651153724913,1
289.67526339706353,3
119.75567733063367,6
143.13693447529647,6
