MonthlySpend,PurchaseFrequency
322.5986971322475,10
433.1007019089307,10
57.355629775760264,3
152.95958043603105,3
218.3433315455887,2
211.47748859373195,10
369.2114910485636,10
205.8921990588788,2
124.20783815476938,8
304.7088340058744,4
461.6510070812955,3
106.04073049541228,5
150.54372101663316,10
312.89117041724387,1
148.60326524126344,3
316.13613588200263,3
80.28569724318031,3
442.4409855645519,8
100.33493353142423,4
303.56201424408016,1
185.71426481928265,10
102.0898276298695,2
50.81563596689274,1
171.0924698811248,10
169.6824084973769,3
344.45747826646425,2
378.96010837124606,3
444.28636888038017,5
473.1308331441132,2
249.09367165115444,5
297.6407943402765,6
188.7066933368539,5
104.18507106373741,10
189.35672054862064,2
438.2547368771067,1
418.1150074271493,10
375.4066814962613,5
333.0720822412315,1
70.16261122285027,8
79.99143717356843,4
98.76678619187194,2
474.541103556525,6
384.36796602453694,7
294.1218429823583,8
123.22480789580445,8
236.77825672383548,7
188.0238974584043,7
397.84370312288036,1
92.49219180111194,8
158.18130904318036,5
467.97430567758215,7
265.14965067448543,4
459.00046021238586,6
171.26394508533917,5
58.338476229988764,4
486.4692398571092,4
423.0094340489079,10
280.18302426710056,8
372.9890794499374,4
195.89457550269935,2
493.33440611642715,7
261.8580945917782,7
268.473317080209,9
230.0951569834616,9
157.323707149723,3
155.81100470051223,3
397.0937351386642,8
74.26312612136583,3
201.66478621377806,4
386.81250683014434,5
488.35910242887473,3
207.77547836646303,4
344.25243597606976,7
430.24467864287936,10
255.06864004213887,8
262.83363652010235,10
291.35681062029005,2
283.3250229359885,8
484.3545309449906,10
461.7787632605657,1
131.3901419593418,1
128.58109113752658,1
227.67714286911092,10
224.60928650968728,4
174.6045034270599,8
431.7502651155298,5
411.284242994526,2
263.856361511761,5
328.5705364008164,4
128.03924274417287,2
268.15592655256637,5
171.3567248402119,10
356.9605115324514,8
221.18851825603807,5
57.159867034573324,1
245.43332446772334,9
215.81787605422068,8
181.24644896665046,2
328.84307893280504,10
224.88515671020684,5
456.8275945548006,10
209.2718077017539,3
99.99789384508051,4
69.67937376487048,6
406.74541401468815,4
251.48920926166426,1
433.8804027358629,7
417.16372780166677,5
448.99315995714176,10
154.35041053371498,5
467.19961064892834,3
315.52747397958643,6
88.9955906069682,10
340.5951211465578,6
378.33853334033006,10
337.8313315596758,5
409.48157671368307,9
376.2075981087101,1
145.8582146415232,5
316.7727206569317,3
249.8545583657578,3
76.62093537176678,4
189.46840207884412,7
457.140304986141,8
137.29481982619524,1
322.3976153765749,4
134.57770415953206,7
262.14981882044475,5
73.21145934165699,6
325.62079852633843,10
362.26677714809466,10
